SYMBOL,CURRENCY,COMPANY NAME,GICS INDUSTRY GROUP,STOCK TYPE,PE,ASX200 WEIGHT,SHORTSELL%,VOLUME-ABOVE-AVG,VALUE($),LASTCLOSE,CHANGEPCT%,REPORTDATE,RECORDDATE
ASX-RHC,AUD,RAMSAY HEALTH CARE LTD,Health Care Equipment & Services,ASX200,0.0,0.92,0.04%,2398.96%,"36,689,029",,-1.74%,2021-02-25,2021-07-13
ASX-RMP,AUD,RED EMPEROR RESOURCES NL,,,,,,,,,,2021-02-25,2021-07-13
ASX-RRL,AUD,REGIS RESOURCES LTD,Materials,ASX200,0.0,0.16,0.04%,33.46%,"8,250,056",,-0.39%,2021-02-25,2021-07-13
ASX-SFR,AUD,SANDFIRE RESOURCES LTD,Materials,ASX200,0.0,0.05,0.04%,0.00%,"5,869,438",,-1.47%,2021-02-25,2021-07-13
ASX-SXL,AUD,SOUTHERN CROSS MEDIA GROUP LTD,Media & Entertainment,ASX200,0.0,0.03,0.01%,42.66%,"1,127,141",,0.96%,2021-02-25,2021-07-13
ASX-TLX,AUD,TELIX PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",NORMAL,0.0,0.0,0.02%,40.66%,"1,425,662",,-1.25%,2021-02-25,2021-07-13
ASX-Z1P,AUD,ZIP CO LTD,,,,,,,,,,2021-02-25,2021-07-13
ASX-ISU,AUD,ISELECT LTD,Consumer Services,PENNY STOCK,-2.4,0.0,0.00%,7.68%,"10,174",0.4502,-2.22%,2021-02-25,2021-07-13
ASX-ORE,AUD,OROCOBRE LTD,Materials,ASX200,0.0,0.04,0.06%,560.68%,"11,539,235",,-2.22%,2021-02-25,2021-07-13
ASX-PVS,AUD,PIVOTAL SYSTEMS CORP,Semiconductors & Semiconductor Equipment,NORMAL,0.0,0.0,0.00%,0.00%,0,,0.00%,2021-02-25,2021-07-13
ASX-SZL,AUD,SEZZLE INC,Software & Services,NORMAL,0.0,0.0,0.01%,5.59%,"5,050,175",,-8.49%,2021-02-25,2021-07-13
ASX-AGI,AUD,AINSWORTH GAME TECHNOLOGY LTD,Consumer Services,NORMAL,-4.4,0.0,0.00%,2.26%,"64,787",1.19,2.52%,2021-02-25,2021-07-13
ASX-ATH,AUD,ALTERITY THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-3.2,0.0,0.02%,6877.01%,"1,729,797",0.0324,11.11%,2021-02-25,2021-07-13
ASX-BWX,AUD,BWX LTD,Household & Personal Products,NORMAL,0.0,0.0,0.02%,105.58%,"1,090,500",,1.82%,2021-02-25,2021-07-13
ASX-CRN,AUD,CORONADO GLOBAL RESOURCES INC,Materials,PENNY STOCK,-3.1,0.0,0.02%,9686.13%,"2,973,216",0.92,3.80%,2021-02-25,2021-07-13
ASX-DNA,AUD,DONACO INTERNATIONAL LTD,Consumer Services,PENNY STOCK,-1.5,0.0,0.00%,0.00%,0,0.044,0.00%,2021-02-25,2021-07-13
ASX-FLT,AUD,FLIGHT CENTRE TRAVEL GROUP LTD,Consumer Services,ASX200,0.0,0.16,0.11%,9569.29%,"51,947,784",,-3.89%,2021-02-25,2021-07-13
ASX-HZN,AUD,HORIZON OIL LTD,Energy,PENNY STOCK,11.0,0.0,0.00%,7695.51%,"141,278",0.1099,-4.55%,2021-02-25,2021-07-13
ASX-RFX,AUD,REDFLOW LTD,Capital Goods,PENNY STOCK,-6.6,0.0,0.00%,423.02%,"122,347",0.0661,0.00%,2021-02-25,2021-07-13
ASX-VEE,AUD,VEEM LTD,Capital Goods,NORMAL,0.0,0.0,0.09%,0.04%,"5,321",,-1.92%,2021-02-25,2021-07-13
ASX-TDI,AUD,360 CAPITAL DIGITAL INFRASTRUCTURE FUND,,,,,,,,,,2021-02-26,2021-07-13
ASX-TCF,AUD,360 CAPITAL ENHANCED INCOME FUND,Not Applic,NORMAL,27.5,0.0,0.00%,0.83%,"22,561",5.5,0.00%,2021-02-26,2021-07-13
ASX-TGP,AUD,360 CAPITAL GROUP LTD,Real Estate,PENNY STOCK,,0.0,0.02%,20.34%,"16,132",0.9024,1.66%,2021-02-26,2021-07-13
ASX-TOT,AUD,360 CAPITAL REIT,Diversified Financials,PENNY STOCK,24.5,0.0,0.00%,4.84%,"4,522",0.98,1.02%,2021-02-26,2021-07-13
ASX-AFG,AUD,AUSTRALIAN FINANCE GROUP LTD,Banks,NORMAL,0.0,0.0,0.00%,1085.42%,"2,478,159",,-2.26%,2021-02-26,2021-07-13
ASX-CVN,AUD,CARNARVON PETROLEUM LTD,Energy,PENNY STOCK,,0.0,0.01%,60.81%,"136,923",0.28,1.79%,2021-02-26,2021-07-13
ASX-HLS,AUD,HEALIUS LTD,Health Care Equipment & Services,ASX200,0.0,0.09,0.07%,154.68%,"8,441,323",,-0.64%,2021-02-26,2021-07-13
ASX-KGN,AUD,KOGAN.COM LTD,Retailing,NORMAL,0.0,0.0,0.10%,35.14%,"15,045,848",,-2.93%,2021-02-26,2021-07-13
ASX-LYC,AUD,LYNAS RARE EARTHS LTD,Materials,ASX200,0.0,0.08,0.90%,0.00%,"42,563,418",,0.66%,2021-02-26,2021-07-13
ASX-OBL,AUD,OMNI BRIDGEWAY LTD,Diversified Financials,NORMAL,0.0,0.0,0.02%,0.00%,"1,119,199",,-0.56%,2021-02-26,2021-07-13
ASX-PDN,AUD,PALADIN ENERGY LTD,Energy,PENNY STOCK,-9.8,0.0,0.05%,10477.50%,"4,239,831",0.49,-1.01%,2021-02-26,2021-07-13
ASX-RSG,AUD,RESOLUTE MINING LTD,Materials,PENNY STOCK,-20.0,0.08,0.09%,1378.97%,"3,267,666",0.6001,1.65%,2021-02-26,2021-07-13
ASX-SEN,AUD,SENETAS CORP LTD,Technology Hardware & Equipment,PENNY STOCK,,0.0,0.00%,33.04%,"7,818",0.0561,-1.72%,2021-02-26,2021-07-13
ASX-SGI,AUD,STEALTH GLOBAL HOLDINGS LTD,Capital Goods,PENNY STOCK,,0.0,0.00%,46.99%,"44,501",0.11,0.00%,2021-02-26,2021-07-13
ASX-SWK,AUD,SWICK MINING SERVICES LTD,Materials,PENNY STOCK,-20.0,0.0,0.00%,0.00%,"34,399",0.2001,0.00%,2021-02-26,2021-07-13
ASX-WPR,AUD,WAYPOINT REIT LTD,Real Estate,NORMAL,0.0,0.0,0.11%,3223.10%,"7,250,058",,1.16%,2021-02-26,2021-07-13
ASX-ORE,AUD,OROCOBRE LTD,Materials,ASX200,0.0,0.04,0.06%,560.68%,"11,539,235",,-2.22%,2021-02-26,2021-07-13
ASX-HT8,AUD,HARRIS TECHNOLOGY GROUP LTD,Retailing,PENNY STOCK,12.0,0.0,0.00%,0.00%,"22,249",0.1202,0.00%,2021-02-26,2021-07-13
ASX-HUO,AUD,HUON AQUACULTURE GROUP LTD,"Food, Beverage & Tobacco",NORMAL,0.0,0.0,0.00%,0.00%,"114,672",,-3.57%,2021-02-26,2021-07-13
ASX-CMW,AUD,CROMWELL PROPERTY GROUP,Real Estate,PENNY STOCK,22.3,0.12,0.01%,1148.71%,"3,634,177",0.89,0.56%,2021-02-27,2021-07-13
ASX-HVN,AUD,HARVEY NORMAN HOLDINGS LTD,Retailing,ASX200,0.0,0.24,0.98%,719.69%,"11,446,808",,-1.11%,2021-02-28,2021-07-13
ASX-HZN,AUD,HORIZON OIL LTD,Energy,PENNY STOCK,11.0,0.0,0.00%,7695.51%,"141,278",0.1099,-4.55%,2021-02-28,2021-07-13
ASX-YAL,AUD,YANCOAL AUSTRALIA LTD,Energy,NORMAL,0.0,0.0,0.00%,0.00%,"163,095",,-0.47%,2021-02-28,2021-07-13
ASX-PAC,AUD,PACIFIC CURRENT GROUP LTD,Diversified Financials,NORMAL,0.0,0.0,0.00%,3.74%,"65,603",,-0.35%,2021-02-28,2021-07-13
ASX-RVS,AUD,REVASUM INC,Semiconductors & Semiconductor Equipment,PENNY STOCK,-2.0,0.0,0.00%,0.00%,"61,291",0.32,-7.81%,2021-02-28,2021-07-13
LMND,USD,LEMONADE INC,,,,,,,,,,2021-03-01,2021-07-13
SSYS,USD,STRATASYS LTD,,,,,,,,,,2021-03-01,2021-07-13
ASX-ATH,AUD,ALTERITY THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-3.2,0.0,0.02%,6877.01%,"1,729,797",0.0324,11.11%,2021-03-01,2021-07-13
ASX-WJA,AUD,WAMEJA LTD,Software & Services,PENNY STOCK,-13.5,0.0,0.00%,0.00%,0,0.135,0.00%,2021-03-01,2021-07-13
SRPT,USD,SAREPTA THERAPEUTICS INC,,,,,,,,,,2021-03-01,2021-07-13
DDD,USD,3D SYSTEMS CORP,,,,,,,,,,2021-03-01,2021-07-13
TGT,USD,TARGET CORP,,,,,,,,,,2021-03-02,2021-07-13
LMND,USD,LEMONADE INC,,,,,,,,,,2021-03-02,2021-07-13
ASX-MYR,AUD,MYER HOLDINGS LTD,Retailing,PENNY STOCK,-2.3,0.0,0.00%,2880.17%,"3,683,841",0.4301,5.75%,2021-03-04,2021-07-13
ASX-MYR,AUD,MYER HOLDINGS LTD,Retailing,PENNY STOCK,-2.3,0.0,0.00%,2880.17%,"3,683,841",0.4301,5.75%,2021-03-05,2021-07-13
ASX-AEE,AUD,AURA ENERGY LTD,Energy,PENNY STOCK,0.0,0.0,0.00%,0.00%,0,0.0,1200.00%,2021-03-08,2021-07-13
ASX-BKY,AUD,BERKELEY ENERGIA LTD,Energy,PENNY STOCK,-1.9,0.0,0.00%,32.12%,"50,681",0.52,12.50%,2021-03-08,2021-07-13
ASX-SO4,AUD,SALT LAKE POTASH LTD,Materials,PENNY STOCK,-33.0,0.0,0.00%,375.78%,"669,083",0.33,0.00%,2021-03-08,2021-07-13
MDB,USD,MONGODB INC,,,,,,,,,,2021-03-09,2021-07-13
PDD,USD,PINDUODUO INC,,,,,,,,,,2021-03-09,2021-07-13
ORCL,USD,ORACLE CORP,,,,,,,,,,2021-03-10,2021-07-13
DOCU,USD,DOCUSIGN INC,,,,,,,,,,2021-03-10,2021-07-13
ULTA,USD,ULTA BEAUTY INC,,,,,,,,,,2021-03-11,2021-07-13
DOCU,USD,DOCUSIGN INC,,,,,,,,,,2021-03-11,2021-07-13
ORCL,USD,ORACLE CORP,,,,,,,,,,2021-03-11,2021-07-13
XONE,USD,EXONE CO,,,,,,,,,,2021-03-11,2021-07-13
ASX-KAR,AUD,KAROON ENERGY LTD,Energy,NORMAL,0.0,0.0,0.02%,0.00%,"2,836,494",,0.00%,2021-03-13,2021-07-13
ASX-OEX,AUD,OILEX LTD,Energy,PENNY STOCK,,0.0,0.00%,2705.50%,"2,175",0.0019,0.00%,2021-03-14,2021-07-13
MDB,USD,MONGODB INC,,,,,,,,,,2021-03-15,2021-07-13
ASX-CCZ,AUD,CASTILLO COPPER LTD,Materials,PENNY STOCK,,0.0,0.00%,0.00%,"113,136",0.0381,-2.56%,2021-03-15,2021-07-13
GIS,USD,GENERAL MILLS INC,,,,,,,,,,2021-03-16,2021-07-13
ACN,USD,ACCENTURE PLC,,,,,,,,,,2021-03-18,2021-07-13
FDX,USD,FEDEX CORP,,,,,,,,,,2021-03-18,2021-07-13
CCL,USD,CARNIVAL CORP,,,,,,,,,,2021-03-18,2021-07-13
ASX-PMV,AUD,PREMIER INVESTMENTS LTD,Retailing,ASX200,0.0,0.15,0.01%,68.85%,"5,304,410",,-1.96%,2021-03-18,2021-07-13
NKE,USD,NIKE INC,,,,,,,,,,2021-03-18,2021-07-13
NKE,USD,NIKE INC,,,,,,,,,,2021-03-22,2021-07-13
ASX-SIG,AUD,SIGMA HEALTHCARE LTD,Health Care Equipment & Services,PENNY STOCK,10.2,0.0,0.00%,75.77%,"412,404",0.61,0.00%,2021-03-23,2021-07-13
LULU,USD,LULULEMON ATHLETICA INC,,,,,,,,,,2021-03-24,2021-07-13
GIS,USD,GENERAL MILLS INC,,,,,,,,,,2021-03-24,2021-07-13
ASX-BKW,AUD,BRICKWORKS LTD,Materials,ASX200,0.0,0.14,0.01%,9.22%,"5,158,694",,-2.01%,2021-03-25,2021-07-13
ASX-SOL,AUD,WASHINGTON H SOUL PATTINSON AND COMPANY LTD,Energy,ASX200,0.0,0.27,0.07%,450.91%,"33,747,907",,-1.29%,2021-03-25,2021-07-13
ASX-MCM,AUD,MC MINING LTD,Energy,PENNY STOCK,-1.6,0.0,0.00%,0.00%,0,0.115,0.00%,2021-03-30,2021-07-13
WBA,USD,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,2021-03-31,2021-07-13
MU,USD,MICRON TECHNOLOGY INC,,,,,,,,,,2021-03-31,2021-07-13
ASX-DNK,AUD,DANAKALI LTD,Materials,PENNY STOCK,-16.0,0.0,0.00%,138.29%,"125,821",0.48,-1.04%,2021-03-31,2021-07-13
ASX-PET,AUD,PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LTD,Commercial & Professional Services,PENNY STOCK,,0.0,0.00%,0.00%,0,0.3178,0.00%,2021-03-31,2021-07-13
UNH,USD,UNITEDHEALTH GROUP INC,,,,,,,,,,2021-04-13,2021-07-13
ABT,USD,ABBOTT LABORATORIES,,,,,,,,,,2021-04-14,2021-07-13
GS,USD,GOLDMAN SACHS GROUP INC,,,,,,,,,,2021-04-14,2021-07-13
JPM,USD,JPMORGAN CHASE & CO,,,,,,,,,,2021-04-14,2021-07-13
MS,USD,MORGAN STANLEY,,,,,,,,,,2021-04-14,2021-07-13
WFC,USD,WELLS FARGO & CO,,,,,,,,,,2021-04-14,2021-07-13
ASX-BOQ,AUD,BANK OF QUEENSLAND LTD,Banks,ASX200,0.0,0.14,0.03%,1396.78%,"16,985,097",,-0.78%,2021-04-14,2021-07-13
BAC,USD,BANK OF AMERICA CORP,,,,,,,,,,2021-04-15,2021-07-13
C,USD,CITIGROUP INC,,,,,,,,,,2021-04-15,2021-07-13
SLB,USD,SCHLUMBERGER NV,,,,,,,,,,2021-04-15,2021-07-13
USB,USD,U.S. BANCORP,,,,,,,,,,2021-04-15,2021-07-13
PEP,USD,PEPSICO INC,,,,,,,,,,2021-04-15,2021-07-13
UNH,USD,UNITEDHEALTH GROUP INC,,,,,,,,,,2021-04-15,2021-07-13
BK,USD,BANK OF NEW YORK MELLON CORP,,,,,,,,,,2021-04-16,2021-07-13
PNC,USD,PNC FINANCIAL SERVICES GROUP INC,,,,,,,,,,2021-04-16,2021-07-13
MS,USD,MORGAN STANLEY,,,,,,,,,,2021-04-16,2021-07-13
EH,USD,EHANG HOLDINGS LTD,,,,,,,,,,2021-04-16,2021-07-13
KO,USD,COCA-COLA CO,,,,,,,,,,2021-04-19,2021-07-13
EMR,USD,EMERSON ELECTRIC CO,,,,,,,,,,2021-04-19,2021-07-13
HAL,USD,HALLIBURTON CO,,,,,,,,,,2021-04-19,2021-07-13
IBM,USD,INTERNATIONAL BUSINESS MACHINES CORP,,,,,,,,,,2021-04-19,2021-07-13
LMT,USD,LOCKHEED MARTIN CORP,,,,,,,,,,2021-04-19,2021-07-13
TRV,USD,TRAVELERS COMPANIES INC,,,,,,,,,,2021-04-19,2021-07-13
NFLX,USD,NETFLIX INC,,,,,,,,,,2021-04-19,2021-07-13
IBKR,USD,INTERACTIVE BROKERS GROUP INC,,,,,,,,,,2021-04-19,2021-07-13
PLD,USD,PROLOGIS INC,,,,,,,,,,2021-04-19,2021-07-13
ASX-FLN,AUD,FREELANCER LTD,Commercial & Professional Services,NORMAL,,0.0,0.00%,1316.53%,"400,070",,-4.65%,2021-04-19,2021-07-13
ASX-GOR,AUD,GOLD ROAD RESOURCES LTD,Materials,ASX200,0.0,0.09,0.20%,142.80%,"5,199,865",,-0.38%,2021-04-19,2021-07-13
ASX-LYC,AUD,LYNAS RARE EARTHS LTD,Materials,ASX200,0.0,0.08,0.90%,0.00%,"42,563,418",,0.66%,2021-04-19,2021-07-13
NDAQ,USD,NASDAQ INC,,,,,,,,,,2021-04-20,2021-07-13
T,USD,AT&T INC,,,,,,,,,,2021-04-20,2021-07-13
JNJ,USD,JOHNSON & JOHNSON,,,,,,,,,,2021-04-20,2021-07-13
KMB,USD,KIMBERLY-CLARK CORP,,,,,,,,,,2021-04-20,2021-07-13
LVS,USD,LAS VEGAS SANDS CORP,,,,,,,,,,2021-04-20,2021-07-13
PM,USD,PHILIP MORRIS INTERNATIONAL INC,,,,,,,,,,2021-04-20,2021-07-13
PG,USD,PROCTER & GAMBLE CO,,,,,,,,,,2021-04-20,2021-07-13
TDY,USD,TELEDYNE TECHNOLOGIES INC,,,,,,,,,,2021-04-20,2021-07-13
TRV,USD,TRAVELERS COMPANIES INC,,,,,,,,,,2021-04-20,2021-07-13
NFLX,USD,NETFLIX INC,,,,,,,,,,2021-04-20,2021-07-13
ABT,USD,ABBOTT LABORATORIES,,,,,,,,,,2021-04-20,2021-07-13
LMT,USD,LOCKHEED MARTIN CORP,,,,,,,,,,2021-04-20,2021-07-13
ASX-ORE,AUD,OROCOBRE LTD,Materials,ASX200,0.0,0.04,0.06%,560.68%,"11,539,235",,-2.22%,2021-04-20,2021-07-13
ASX-GXY,AUD,GALAXY RESOURCES LTD,Materials,NORMAL,0.0,0.0,0.02%,49.17%,"13,714,105",,-3.36%,2021-04-20,2021-07-13
ASX-PLS,AUD,PILBARA MINERALS LTD,Materials,ASX200,0.0,0.03,0.05%,54.59%,"16,835,936",,-2.61%,2021-04-20,2021-07-13
ASX-SYR,AUD,SYRAH RESOURCES LTD,Materials,NORMAL,0.0,0.0,0.04%,27.82%,"1,267,189",,-2.84%,2021-04-20,2021-07-13
UNP,USD,UNION PACIFIC CORP,,,,,,,,,,2021-04-21,2021-07-13
VZ,USD,VERIZON COMMUNICATIONS INC,,,,,,,,,,2021-04-21,2021-07-13
INTC,USD,INTEL CORP,,,,,,,,,,2021-04-21,2021-07-13
ANTM,USD,ANTHEM INC,,,,,,,,,,2021-04-21,2021-07-13
HAL,USD,HALLIBURTON CO,,,,,,,,,,2021-04-21,2021-07-13
NDAQ,USD,NASDAQ INC,,,,,,,,,,2021-04-21,2021-07-13
FCX,USD,FREEPORT-MCMORAN INC,,,,,,,,,,2021-04-22,2021-07-13
SCCO,USD,SOUTHERN COPPER CORP,,,,,,,,,,2021-04-22,2021-07-13
T,USD,AT&T INC,,,,,,,,,,2021-04-22,2021-07-13
DHR,USD,DANAHER CORP,,,,,,,,,,2021-04-22,2021-07-13
UNP,USD,UNION PACIFIC CORP,,,,,,,,,,2021-04-22,2021-07-13
INTC,USD,INTEL CORP,,,,,,,,,,2021-04-22,2021-07-13
ASX-API,AUD,AUSTRALIAN PHARMACEUTICAL INDUSTRIES LTD,Health Care Equipment & Services,NORMAL,0.0,0.0,0.01%,2982.38%,"771,373",,0.88%,2021-04-22,2021-07-13
ASX-API,AUD,AUSTRALIAN PHARMACEUTICAL INDUSTRIES LTD,Health Care Equipment & Services,NORMAL,0.0,0.0,0.01%,2982.38%,"771,373",,0.88%,2021-04-23,2021-07-13
KMB,USD,KIMBERLY-CLARK CORP,,,,,,,,,,2021-04-23,2021-07-13
SLB,USD,SCHLUMBERGER NV,,,,,,,,,,2021-04-23,2021-07-13
HON,USD,HONEYWELL INTERNATIONAL INC,,,,,,,,,,2021-04-23,2021-07-13
MMM,USD,3M CO,,,,,,,,,,2021-04-26,2021-07-13
CAT,USD,CATERPILLAR INC,,,,,,,,,,2021-04-26,2021-07-13
GLW,USD,CORNING INC,,,,,,,,,,2021-04-26,2021-07-13
F,USD,FORD MOTOR CO,,,,,,,,,,2021-04-26,2021-07-13
NOV,USD,NOV INC,,,,,,,,,,2021-04-26,2021-07-13
PEP,USD,PEPSICO INC,,,,,,,,,,2021-04-26,2021-07-13
PFE,USD,PFIZER INC,,,,,,,,,,2021-04-26,2021-07-13
AMD,USD,ADVANCED MICRO DEVICES INC,,,,,,,,,,2021-04-26,2021-07-13
BXP,USD,BOSTON PROPERTIES INC,,,,,,,,,,2021-04-26,2021-07-13
YUMC,USD,YUM CHINA HOLDINGS INC,,,,,,,,,,2021-04-26,2021-07-13
CRSP,USD,CRISPR THERAPEUTICS AG,,,,,,,,,,2021-04-26,2021-07-13
AGNC,USD,AGNC INVESTMENT CORP,,,,,,,,,,2021-04-26,2021-07-13
FB,USD,FACEBOOK INC,,,,,,,,,,2021-04-27,2021-07-13
MSFT,USD,MICROSOFT CORP,,,,,,,,,,2021-04-27,2021-07-13
BA,USD,BOEING CO,,,,,,,,,,2021-04-27,2021-07-13
LLY,USD,ELI LILLY AND CO,,,,,,,,,,2021-04-27,2021-07-13
GD,USD,GENERAL DYNAMICS CORP,,,,,,,,,,2021-04-27,2021-07-13
GE,USD,GENERAL ELECTRIC CO,,,,,,,,,,2021-04-27,2021-07-13
MA,USD,MASTERCARD INC,,,,,,,,,,2021-04-27,2021-07-13
UPS,USD,UNITED PARCEL SERVICE INC,,,,,,,,,,2021-04-27,2021-07-13
YUM,USD,YUM! BRANDS INC,,,,,,,,,,2021-04-27,2021-07-13
TSLA,USD,TESLA INC,,,,,,,,,,2021-04-27,2021-07-13
AMT,USD,AMERICAN TOWER CORP,,,,,,,,,,2021-04-27,2021-07-13
CCI,USD,CROWN CASTLE INTERNATIONAL CORP,,,,,,,,,,2021-04-27,2021-07-13
SBUX,USD,STARBUCKS CORP,,,,,,,,,,2021-04-27,2021-07-13
TDOC,USD,TELADOC HEALTH INC,,,,,,,,,,2021-04-27,2021-07-13
NOV,USD,NOV INC,,,,,,,,,,2021-04-27,2021-07-13
AGNC,USD,AGNC INVESTMENT CORP,,,,,,,,,,2021-04-27,2021-07-13
MMM,USD,3M CO,,,,,,,,,,2021-04-27,2021-07-13
V,USD,VISA INC,,,,,,,,,,2021-04-27,2021-07-13
YUMC,USD,YUM CHINA HOLDINGS INC,,,,,,,,,,2021-04-27,2021-07-13
WM,USD,WASTE MANAGEMENT INC,,,,,,,,,,2021-04-27,2021-07-13
ENPH,USD,ENPHASE ENERGY INC,,,,,,,,,,2021-04-27,2021-07-13
ASX-IPD,AUD,IMPEDIMED LTD,Health Care Equipment & Services,PENNY STOCK,-5.0,0.0,0.01%,11.38%,"9,870",0.1002,0.00%,2021-04-27,2021-07-13
AMD,USD,ADVANCED MICRO DEVICES INC,,,,,,,,,,2021-04-27,2021-07-13
ASX-360,AUD,LIFE360 INC,Software & Services,NORMAL,0.0,0.0,0.00%,56.69%,"2,895,516",,0.29%,2021-04-27,2021-07-13
AAPL,USD,APPLE INC,,,,,,,,,,2021-04-28,2021-07-13
AMZN,USD,AMAZON.COM INC,,,,,,,,,,2021-04-28,2021-07-13
BAX,USD,BAXTER INTERNATIONAL INC,,,,,,,,,,2021-04-28,2021-07-13
BEN,USD,FRANKLIN RESOURCES INC,,,,,,,,,,2021-04-28,2021-07-13
MCD,USD,MCDONALD'S CORP,,,,,,,,,,2021-04-28,2021-07-13
SO,USD,SOUTHERN CO,,,,,,,,,,2021-04-28,2021-07-13
V,USD,VISA INC,,,,,,,,,,2021-04-28,2021-07-13
PSA,USD,PUBLIC STORAGE,,,,,,,,,,2021-04-28,2021-07-13
PTCT,USD,PTC THERAPEUTICS INC,,,,,,,,,,2021-04-28,2021-07-13
COP,USD,CONOCOPHILLIPS,,,,,,,,,,2021-04-28,2021-07-13
PRLB,USD,PROTO LABS INC,,,,,,,,,,2021-04-28,2021-07-13
ASX-ATH,AUD,ALTERITY THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-3.2,0.0,0.02%,6877.01%,"1,729,797",0.0324,11.11%,2021-04-28,2021-07-13
FB,USD,FACEBOOK INC,,,,,,,,,,2021-04-28,2021-07-13
BA,USD,BOEING CO,,,,,,,,,,2021-04-28,2021-07-13
F,USD,FORD MOTOR CO,,,,,,,,,,2021-04-28,2021-07-13
GD,USD,GENERAL DYNAMICS CORP,,,,,,,,,,2021-04-28,2021-07-13
SHOP,USD,SHOPIFY INC,,,,,,,,,,2021-04-28,2021-07-13
ASX-MMM,AUD,MARLEY SPOON AG,Consumer Services,NORMAL,0.0,0.0,0.00%,76.83%,"668,546",,0.36%,2021-04-28,2021-07-13
TDY,USD,TELEDYNE TECHNOLOGIES INC,,,,,,,,,,2021-04-28,2021-07-13
TDOC,USD,TELADOC HEALTH INC,,,,,,,,,,2021-04-28,2021-07-13
ASX-VHT,AUD,VOLPARA HEALTH TECHNOLOGIES LTD,Health Care Equipment & Services,NORMAL,0.0,0.0,0.00%,17.72%,"148,903",,-0.85%,2021-04-28,2021-07-13
ASX-JAY,AUD,JAYRIDE GROUP LTD,Retailing,PENNY STOCK,-4.8,0.0,0.00%,9.59%,"31,918",0.24,-4.17%,2021-04-28,2021-07-13
ASX-LVT,AUD,LIVETILES LTD,Software & Services,PENNY STOCK,-4.3,0.0,0.00%,4482.08%,"58,104",0.1701,-5.71%,2021-04-28,2021-07-13
MO,USD,ALTRIA GROUP INC,,,,,,,,,,2021-04-29,2021-07-13
XOM,USD,EXXON MOBIL CORP,,,,,,,,,,2021-04-29,2021-07-13
HON,USD,HONEYWELL INTERNATIONAL INC,,,,,,,,,,2021-04-29,2021-07-13
MRK,USD,MERCK & CO INC,,,,,,,,,,2021-04-29,2021-07-13
WY,USD,WEYERHAEUSER CO,,,,,,,,,,2021-04-29,2021-07-13
BMY,USD,BRISTOL-MYERS SQUIBB CO,,,,,,,,,,2021-04-29,2021-07-13
BAX,USD,BAXTER INTERNATIONAL INC,,,,,,,,,,2021-04-29,2021-07-13
MCD,USD,MCDONALD'S CORP,,,,,,,,,,2021-04-29,2021-07-13
NEM,USD,NEWMONT CORPORATION,,,,,,,,,,2021-04-29,2021-07-13
SO,USD,SOUTHERN CO,,,,,,,,,,2021-04-29,2021-07-13
MA,USD,MASTERCARD INC,,,,,,,,,,2021-04-29,2021-07-13
ASX-CIM,AUD,CIMIC GROUP LTD,Capital Goods,ASX200,0.0,0.47,0.04%,0.00%,"5,742,318",,-0.91%,2021-04-29,2021-07-13
ASX-OGC,AUD,OCEANAGOLD CORP,Materials,NORMAL,0.0,0.0,0.00%,0.00%,"569,956",,-1.95%,2021-04-29,2021-07-13
AMZN,USD,AMAZON.COM INC,,,,,,,,,,2021-04-29,2021-07-13
ASX-GMA,AUD,GENWORTH MORTGAGE INSURANCE AUSTRALIA LTD,Banks,NORMAL,0.0,0.0,0.17%,8.11%,"2,136,017",,0.92%,2021-04-29,2021-07-13
CAT,USD,CATERPILLAR INC,,,,,,,,,,2021-04-29,2021-07-13
ASX-PBH,AUD,POINTSBET HOLDINGS LTD,Consumer Services,NORMAL,0.0,0.0,0.07%,77.47%,"11,229,240",,0.89%,2021-04-29,2021-07-13
AMT,USD,AMERICAN TOWER CORP,,,,,,,,,,2021-04-29,2021-07-13
ASX-SKF,AUD,SKYFII LTD,Software & Services,PENNY STOCK,-9.8,0.0,0.00%,47.84%,"15,203",0.0984,0.00%,2021-04-29,2021-07-13
DLR,USD,DIGITAL REALTY TRUST INC,,,,,,,,,,2021-04-29,2021-07-13
PACB,USD,PACIFIC BIOSCIENCES OF CALIFORNIA INC,,,,,,,,,,2021-04-29,2021-07-13
BPMC,USD,BLUEPRINT MEDICINES CORP,,,,,,,,,,2021-04-29,2021-07-13
ALNY,USD,ALNYLAM PHARMACEUTICALS INC,,,,,,,,,,2021-04-29,2021-07-13
CL,USD,COLGATE-PALMOLIVE CO,,,,,,,,,,2021-04-30,2021-07-13
ITW,USD,ILLINOIS TOOL WORKS INC,,,,,,,,,,2021-04-30,2021-07-13
XOM,USD,EXXON MOBIL CORP,,,,,,,,,,2021-04-30,2021-07-13
ASX-OGC,AUD,OCEANAGOLD CORP,Materials,NORMAL,0.0,0.0,0.00%,0.00%,"569,956",,-1.95%,2021-04-30,2021-07-13
